expat_id,previous_company,plan_end_date,reason_left_previous,reason_chose_ratha,had_ratha_before,premium_savings_percent,onboarding_speed_advantage_days,india_coverage_interest,acquisition_cost_estimated,lifetime_value_projected
EXP959201,CHUBB,2026-07-16 18:34:22.952399,High premium,India-USA coordination,False,34.9,4,False,57.43,1541.57
EXP370257,CHUBB,2026-07-23 18:34:22.952408,High premium,Better affordability,False,17.9,6,True,150.5,2967.61
EXP357879,Allianz,2026-07-31 18:34:22.952417,Limited coverage options,Faster onboarding,False,31.2,4,True,129.76,4300.18
EXP722405,AIG,2026-07-20 18:34:22.952427,Complex onboarding,Comprehensive expat coverage,False,24.9,9,True,195.87,3299.59
EXP145636,ICICI Lombard,2026-07-05 18:34:22.952436,Limited coverage options,Simpler process,False,29.0,9,False,71.71,2300.99
EXP739421,ICICI Lombard,2026-07-31 18:34:22.952446,Slow claims processing,Comprehensive expat coverage,False,24.6,9,True,105.62,3434.39
EXP859385,HDFC ERGO,2026-08-20 18:34:22.952456,No India coverage,Simpler process,False,25.3,9,False,188.9,4194.62
EXP842597,ICICI Lombard,2026-07-17 18:34:22.952466,Poor customer service,India-USA coordination,False,27.0,5,True,151.56,4062.11
EXP916116,IMG Global,2026-08-16 18:34:22.952475,Poor customer service,India-USA coordination,False,21.8,7,True,76.22,4384.17
EXP253274,HDFC ERGO,2026-07-03 18:34:22.952485,Limited coverage options,Comprehensive expat coverage,False,17.7,9,True,84.64,1514.34
EXP344195,IMG Global,2026-08-19 18:34:22.952494,Complex onboarding,Better affordability,False,15.7,8,True,82.4,1635.6
EXP424503,ICICI Lombard,2026-08-18 18:34:22.952504,Poor customer service,Comprehensive expat coverage,False,25.5,8,False,95.33,3669.32
EXP952133,HDFC ERGO,2026-07-23 18:34:22.952513,Poor customer service,Simpler process,False,31.3,6,True,79.17,3058.98
EXP958989,ICICI Lombard,2026-07-31 18:34:22.952523,Limited coverage options,Faster onboarding,False,18.7,10,False,60.46,3827.65
EXP739661,ICICI Lombard,2026-08-11 18:34:22.952532,Complex onboarding,India-USA coordination,False,22.6,5,True,52.09,1941.53
EXP721072,HDFC ERGO,2026-07-14 18:34:22.952541,Slow claims processing,Faster onboarding,False,20.4,6,False,129.71,2712.15
EXP774281,AIG,2026-07-09 18:34:22.952552,Complex onboarding,Better customer support,False,19.2,6,False,193.2,1660.49
EXP907533,AIG,2026-08-23 18:34:22.952562,High premium,India-USA coordination,False,24.8,8,True,180.25,3809.63
EXP359209,Allianz,2026-07-11 18:34:22.952572,Limited coverage options,India-USA coordination,False,18.6,9,True,79.43,4235.31
EXP845394,CHUBB,2026-06-29 18:34:22.952581,Slow claims processing,Better affordability,False,26.4,4,False,150.45,2664.47
EXP875258,ICICI Lombard,2026-07-26 18:34:22.952591,Limited coverage options,Comprehensive expat coverage,False,16.1,10,False,178.53,1999.6
EXP565937,HDFC ERGO,2026-06-26 18:34:22.952600,Poor customer service,Better affordability,False,32.6,5,True,169.52,3477.1
EXP688968,Allianz,2026-07-16 18:34:22.952610,Poor customer service,Faster onboarding,False,25.7,10,True,104.34,4716.6
EXP167538,AIG,2026-08-21 18:34:22.952619,No India coverage,Simpler process,False,22.1,8,True,98.51,1878.73
EXP407461,AIG,2026-07-06 18:34:22.952629,No India coverage,India-USA coordination,False,20.1,7,False,128.99,2063.08
EXP229754,Allianz,2026-07-15 18:34:22.952638,Slow claims processing,Better affordability,False,28.4,4,True,103.41,3172.16
EXP540499,CHUBB,2026-07-10 18:34:22.952648,High premium,India-USA coordination,False,26.4,10,False,180.47,4018.12
EXP307056,Allianz,2026-06-30 18:34:22.952657,Slow claims processing,Faster onboarding,False,15.9,9,False,169.2,3656.72
EXP148014,IMG Global,2026-08-15 18:34:22.952667,Poor customer service,Faster onboarding,False,28.9,7,False,104.65,4300.07
EXP806357,IMG Global,2026-08-07 18:34:22.952676,Limited coverage options,India-USA coordination,False,23.8,9,False,84.85,4659.15
EXP132390,Allianz,2026-07-01 18:34:22.952686,Limited coverage options,Simpler process,False,24.6,8,True,193.23,4128.65
EXP925353,ICICI Lombard,2026-08-11 18:34:22.952695,Complex onboarding,Comprehensive expat coverage,False,28.2,9,True,190.13,2947.68
EXP287864,CHUBB,2026-06-27 18:34:22.952705,Complex onboarding,Simpler process,False,17.5,9,False,158.74,4038.15
EXP994378,ICICI Lombard,2026-08-22 18:34:22.952714,Poor customer service,Better affordability,False,17.1,5,True,115.91,3407.78
EXP252842,HDFC ERGO,2026-08-08 18:34:22.952725,Complex onboarding,Simpler process,False,16.2,10,True,193.07,1867.61
EXP943017,IMG Global,2026-07-15 18:34:22.952735,Poor customer service,Simpler process,False,25.8,9,True,167.14,1856.52
EXP478227,CHUBB,2026-06-30 18:34:22.952745,High premium,Faster onboarding,False,28.4,8,True,132.89,3665.59
EXP484425,CHUBB,2026-07-18 18:34:22.952754,Complex onboarding,Better affordability,False,19.9,4,True,194.01,2035.09
EXP746187,ICICI Lombard,2026-07-31 18:34:22.952764,Complex onboarding,Better customer support,False,29.2,8,False,110.76,2130.52
EXP233005,HDFC ERGO,2026-06-29 18:34:22.952774,No India coverage,Faster onboarding,False,18.3,10,True,112.25,4749.32
EXP715072,CHUBB,2026-07-15 18:34:22.952783,Limited coverage options,Faster onboarding,False,25.3,8,False,146.67,1814.0
EXP509651,ICICI Lombard,2026-07-10 18:34:22.952793,Limited coverage options,Simpler process,False,28.6,7,False,198.95,4290.48
EXP415039,CHUBB,2026-08-06 18:34:22.952803,Complex onboarding,Comprehensive expat coverage,False,16.8,4,True,89.41,2440.55
EXP474144,HDFC ERGO,2026-08-12 18:34:22.952812,Poor customer service,India-USA coordination,False,18.4,10,True,185.84,1779.29
EXP372443,IMG Global,2026-07-23 18:34:22.952822,Complex onboarding,Better affordability,False,29.1,9,True,173.8,4086.93
EXP573854,AIG,2026-08-06 18:34:22.952831,Slow claims processing,India-USA coordination,False,15.1,8,False,118.59,4392.78
EXP710131,HDFC ERGO,2026-08-21 18:34:22.952841,Limited coverage options,India-USA coordination,False,22.5,4,True,64.37,2080.42
EXP449042,ICICI Lombard,2026-08-03 18:34:22.952850,Limited coverage options,Faster onboarding,False,33.6,7,False,120.93,4419.22
EXP988788,AIG,2026-08-06 18:34:22.952860,Slow claims processing,Faster onboarding,False,18.4,8,True,174.11,3444.18
EXP475040,Allianz,2026-07-13 18:34:22.952869,No India coverage,Simpler process,False,17.5,5,True,58.71,4580.96
EXP308911,CHUBB,2026-08-08 18:34:22.952879,High premium,Simpler process,False,16.1,9,False,190.36,1612.33
EXP769951,CHUBB,2026-08-10 18:34:22.952889,Limited coverage options,India-USA coordination,False,26.2,8,True,146.34,3188.0
EXP707055,IMG Global,2026-08-14 18:34:22.952898,Limited coverage options,Simpler process,False,23.6,5,True,111.73,2614.95
EXP170227,ICICI Lombard,2026-07-09 18:34:22.952908,Complex onboarding,Faster onboarding,False,18.4,9,True,159.23,4535.19
EXP638472,AIG,2026-08-10 18:34:22.952917,Slow claims processing,Faster onboarding,False,35.0,9,True,54.88,3648.53
EXP937130,Allianz,2026-06-24 18:34:22.952927,Limited coverage options,Faster onboarding,False,15.3,10,False,110.48,3658.14
EXP611512,AIG,2026-08-09 18:34:22.952938,No India coverage,Better customer support,False,20.6,10,True,68.52,2951.87
EXP854031,IMG Global,2026-07-30 18:34:22.952948,Complex onboarding,India-USA coordination,False,23.1,4,True,180.82,2640.98
EXP159196,Allianz,2026-07-03 18:34:22.952957,No India coverage,Better customer support,False,31.9,8,False,129.05,2037.76
EXP853404,AIG,2026-08-03 18:34:22.952967,No India coverage,Comprehensive expat coverage,False,29.5,9,True,66.96,3590.55
EXP532296,Allianz,2026-07-16 18:34:22.952977,Complex onboarding,Faster onboarding,False,16.4,10,False,129.56,4060.71
EXP246573,Allianz,2026-07-28 18:34:22.952986,Limited coverage options,Comprehensive expat coverage,False,15.7,9,True,132.98,4510.82
EXP603619,CHUBB,2026-07-29 18:34:22.952996,Poor customer service,Faster onboarding,False,34.5,7,True,81.47,3386.1
EXP624656,IMG Global,2026-07-21 18:34:22.953006,No India coverage,India-USA coordination,False,21.2,7,False,69.95,4631.9
EXP321395,Allianz,2026-08-08 18:34:22.953015,Poor customer service,India-USA coordination,False,20.6,4,True,79.4,3903.35
EXP468990,AIG,2026-07-28 18:34:22.953025,Limited coverage options,India-USA coordination,False,21.5,9,True,137.04,3611.04
EXP136758,CHUBB,2026-08-04 18:34:22.953035,Poor customer service,Simpler process,False,32.0,4,False,142.14,1524.37
EXP824484,ICICI Lombard,2026-06-27 18:34:22.953044,Limited coverage options,Simpler process,False,33.9,7,True,161.87,2396.91
EXP718782,ICICI Lombard,2026-06-27 18:34:22.953054,Limited coverage options,Better affordability,False,21.8,4,True,70.66,4761.17
EXP899121,Allianz,2026-07-11 18:34:22.953063,Limited coverage options,Simpler process,False,23.3,9,True,163.43,4980.46
EXP300054,CHUBB,2026-08-05 18:34:22.953073,Complex onboarding,Faster onboarding,False,21.0,9,True,88.36,4239.96
EXP911891,HDFC ERGO,2026-08-10 18:34:22.953082,Slow claims processing,Faster onboarding,False,21.4,9,True,145.05,4519.55
EXP913379,IMG Global,2026-07-07 18:34:22.953092,Poor customer service,Better customer support,False,26.5,7,True,159.04,4158.93
EXP503068,IMG Global,2026-07-01 18:34:22.953101,High premium,Better customer support,False,30.6,6,True,69.42,1812.53
EXP309362,ICICI Lombard,2026-06-24 18:34:22.953111,Slow claims processing,Better affordability,False,18.9,9,False,162.77,4414.67
EXP131136,IMG Global,2026-07-20 18:34:22.953122,Complex onboarding,Better customer support,False,23.5,8,True,139.96,2260.74
EXP532206,Allianz,2026-06-26 18:34:22.953132,Limited coverage options,Better customer support,False,30.3,5,True,147.76,4746.65
EXP638077,Allianz,2026-08-14 18:34:22.953142,No India coverage,India-USA coordination,False,27.8,4,True,69.81,3041.89
EXP944300,HDFC ERGO,2026-06-26 18:34:22.953151,High premium,Faster onboarding,False,25.1,7,False,83.33,3905.43
EXP207805,CHUBB,2026-08-19 18:34:22.953161,No India coverage,Simpler process,False,26.3,9,True,52.01,3050.44
EXP548887,CHUBB,2026-07-31 18:34:22.953170,Slow claims processing,Comprehensive expat coverage,False,21.2,7,True,161.83,3853.83
EXP361892,IMG Global,2026-07-29 18:34:22.953180,Complex onboarding,Simpler process,False,21.1,8,True,89.21,3584.02
EXP893510,IMG Global,2026-08-20 18:34:22.953189,Slow claims processing,Comprehensive expat coverage,False,28.5,10,True,172.58,2013.55
EXP151537,AIG,2026-07-08 18:34:22.953199,Poor customer service,Simpler process,False,28.9,5,True,89.15,2434.96
EXP861164,IMG Global,2026-08-13 18:34:22.953208,Limited coverage options,Faster onboarding,False,26.6,8,True,196.72,3052.78
EXP789795,ICICI Lombard,2026-07-12 18:34:22.953218,Slow claims processing,Simpler process,False,29.9,6,True,86.39,1864.65
EXP770363,CHUBB,2026-08-14 18:34:22.953228,High premium,India-USA coordination,False,30.3,9,False,172.27,3398.73
EXP926176,CHUBB,2026-07-25 18:34:22.953237,No India coverage,Better affordability,False,33.5,6,False,51.7,4285.55
EXP560667,AIG,2026-07-23 18:34:22.953247,Poor customer service,Comprehensive expat coverage,False,31.8,9,False,163.59,4032.56
EXP626314,AIG,2026-07-11 18:34:22.953256,High premium,India-USA coordination,False,23.0,5,True,137.18,4909.34
EXP957004,IMG Global,2026-08-13 18:34:22.953266,Poor customer service,Comprehensive expat coverage,False,34.9,5,True,117.01,3044.18
EXP227488,Allianz,2026-07-08 18:34:22.953275,Complex onboarding,Faster onboarding,False,17.4,9,True,67.5,2427.05
EXP234694,CHUBB,2026-07-07 18:34:22.953285,Complex onboarding,Better affordability,False,21.7,7,False,161.04,4939.49
EXP870118,ICICI Lombard,2026-08-22 18:34:22.953294,Poor customer service,Comprehensive expat coverage,False,30.7,5,True,64.3,2297.49
EXP128582,CHUBB,2026-08-06 18:34:22.953304,Complex onboarding,Better customer support,False,26.0,5,True,152.38,4630.46
EXP363712,HDFC ERGO,2026-08-20 18:34:22.953313,Poor customer service,India-USA coordination,False,21.2,5,True,70.23,3665.27
EXP306067,Allianz,2026-07-20 18:34:22.953324,High premium,Simpler process,False,16.6,9,False,127.75,3210.49
EXP929201,ICICI Lombard,2026-07-24 18:34:22.953334,No India coverage,Simpler process,False,24.9,4,True,131.77,2185.37
EXP961057,CHUBB,2026-07-04 18:34:22.953343,Poor customer service,Faster onboarding,False,33.6,8,False,61.02,2081.65
EXP121823,IMG Global,2026-07-09 18:34:22.953353,Slow claims processing,India-USA coordination,False,26.5,10,False,126.32,4152.16
EXP629773,ICICI Lombard,2026-07-13 18:34:22.953362,High premium,Better affordability,False,28.8,7,True,165.68,1960.37
EXP275900,Allianz,2026-07-08 18:34:22.953372,No India coverage,Comprehensive expat coverage,False,28.1,5,False,123.31,2261.01
EXP512581,HDFC ERGO,2026-08-20 18:34:22.953382,Complex onboarding,India-USA coordination,False,24.8,4,True,166.55,4494.18
EXP353327,Allianz,2026-08-21 18:34:22.953391,Slow claims processing,Better customer support,False,28.8,10,True,185.17,3527.37
EXP641792,IMG Global,2026-08-14 18:34:22.953401,Limited coverage options,Simpler process,False,26.5,9,False,119.51,4123.05
EXP148067,HDFC ERGO,2026-08-20 18:34:22.953410,Complex onboarding,Comprehensive expat coverage,False,16.7,8,True,130.04,4714.92
EXP361903,Allianz,2026-08-21 18:34:22.953420,Slow claims processing,Comprehensive expat coverage,False,22.4,7,True,180.55,1508.91
EXP680307,HDFC ERGO,2026-06-27 18:34:22.953429,Limited coverage options,Comprehensive expat coverage,False,23.4,7,False,71.42,4743.53
EXP455353,AIG,2026-08-05 18:34:22.953441,High premium,Comprehensive expat coverage,False,24.8,4,True,158.46,3689.59
EXP380342,ICICI Lombard,2026-07-05 18:34:22.953451,Poor customer service,Better customer support,False,34.5,4,True,76.16,3680.17
EXP929722,ICICI Lombard,2026-07-02 18:34:22.953460,High premium,India-USA coordination,False,32.4,4,True,54.5,2257.52
EXP620253,Allianz,2026-08-16 18:34:22.953470,Slow claims processing,India-USA coordination,False,20.8,10,True,89.08,1572.09
EXP726378,ICICI Lombard,2026-07-27 18:34:22.953480,Poor customer service,Better customer support,False,24.5,10,False,95.11,3034.57
EXP559112,Allianz,2026-06-30 18:34:22.953490,Poor customer service,Better affordability,False,33.6,9,True,132.49,1995.91
EXP792723,ICICI Lombard,2026-08-21 18:34:22.953499,No India coverage,India-USA coordination,False,32.7,6,False,62.38,4214.77
EXP347973,CHUBB,2026-06-28 18:34:22.953509,Slow claims processing,Faster onboarding,False,31.2,4,False,56.21,3889.69
EXP464809,HDFC ERGO,2026-08-10 18:34:22.953519,Complex onboarding,Comprehensive expat coverage,False,29.7,6,True,85.34,3959.09
EXP966400,HDFC ERGO,2026-07-19 18:34:22.953528,No India coverage,Better affordability,False,25.7,9,False,100.28,4195.49
EXP704630,AIG,2026-08-04 18:34:22.953538,No India coverage,Better affordability,False,18.8,10,True,62.83,4738.08
EXP373755,ICICI Lombard,2026-07-18 18:34:22.953547,Limited coverage options,Faster onboarding,False,27.5,9,True,173.88,3314.86
EXP578270,ICICI Lombard,2026-07-21 18:34:22.953557,Limited coverage options,Simpler process,False,23.0,8,False,183.12,2398.78
EXP613904,HDFC ERGO,2026-08-01 18:34:22.953567,Limited coverage options,Simpler process,False,16.8,7,True,58.95,4873.44
EXP500275,ICICI Lombard,2026-08-01 18:34:22.953576,Slow claims processing,Simpler process,False,27.5,10,True,100.38,3818.93
EXP885109,ICICI Lombard,2026-08-01 18:34:22.953586,Slow claims processing,Faster onboarding,False,22.0,10,True,147.09,4872.75
EXP860801,IMG Global,2026-06-29 18:34:22.953595,Complex onboarding,Better affordability,False,31.1,6,True,114.58,2143.21
EXP360406,IMG Global,2026-06-30 18:34:22.953605,Complex onboarding,Simpler process,False,34.6,4,False,75.27,2726.68
EXP296873,AIG,2026-08-12 18:34:22.953614,Poor customer service,Better customer support,False,29.3,8,False,86.31,3839.01
EXP936573,CHUBB,2026-08-13 18:34:22.953624,Limited coverage options,Simpler process,False,15.4,5,True,151.46,2872.51
EXP443844,HDFC ERGO,2026-08-20 18:34:22.953634,No India coverage,Simpler process,False,34.4,7,True,159.1,2077.83
EXP234256,CHUBB,2026-06-29 18:34:22.953643,High premium,India-USA coordination,False,16.4,8,False,153.42,3154.34
EXP781886,HDFC ERGO,2026-06-29 18:34:22.953653,Complex onboarding,Comprehensive expat coverage,False,27.0,10,True,123.04,4492.27
EXP194897,ICICI Lombard,2026-07-08 18:34:22.953662,Complex onboarding,Better customer support,False,16.0,7,True,109.56,4121.2
EXP508641,AIG,2026-08-08 18:34:22.953672,Limited coverage options,Better customer support,False,34.2,5,True,118.07,4420.0
EXP474705,ICICI Lombard,2026-08-06 18:34:22.953682,Complex onboarding,Better affordability,False,33.0,4,True,90.44,4212.37
EXP343791,IMG Global,2026-08-18 18:34:22.953691,Poor customer service,Simpler process,False,26.8,9,True,59.05,3152.83
EXP270638,ICICI Lombard,2026-08-10 18:34:22.953701,Limited coverage options,Comprehensive expat coverage,False,29.8,10,True,113.17,3851.69
EXP539918,ICICI Lombard,2026-08-04 18:34:22.953712,Limited coverage options,Comprehensive expat coverage,False,25.5,5,True,140.82,2640.26
EXP627769,IMG Global,2026-07-27 18:34:22.953721,No India coverage,Better affordability,False,16.2,8,False,63.37,4354.52
EXP318856,AIG,2026-08-13 18:34:22.953731,Slow claims processing,India-USA coordination,False,25.5,8,True,148.45,2790.48
EXP826405,IMG Global,2026-07-13 18:34:22.953741,Slow claims processing,Comprehensive expat coverage,False,20.0,4,True,134.48,3878.12
EXP452302,HDFC ERGO,2026-07-02 18:34:22.953750,High premium,Better affordability,False,31.0,8,False,111.97,3377.31
EXP548955,Allianz,2026-08-21 18:34:22.953760,Limited coverage options,India-USA coordination,False,33.5,5,True,96.5,4206.11
EXP221182,IMG Global,2026-08-14 18:34:22.953770,No India coverage,Simpler process,False,27.9,5,True,69.05,1514.49
EXP468518,HDFC ERGO,2026-07-24 18:34:22.953779,High premium,Comprehensive expat coverage,False,19.3,10,True,195.71,2633.55
EXP358352,AIG,2026-08-16 18:34:22.953789,Limited coverage options,Faster onboarding,False,34.5,7,False,151.66,3611.34
EXP747109,AIG,2026-07-18 18:34:22.953798,Poor customer service,Faster onboarding,False,25.1,5,False,116.09,2721.22
EXP827564,AIG,2026-07-16 18:34:22.953808,Poor customer service,Simpler process,False,19.4,7,False,86.97,4836.13
EXP593857,HDFC ERGO,2026-06-28 18:34:22.953818,No India coverage,Better affordability,False,17.1,6,True,50.16,3092.89
